停留所名,事業者名,バス系統
仲村の家具,坂井市,"丸岡春江ルート, 長畝ルート, 高椋西ルート, 高椋中ルート"
田町,坂井市,丸岡春江ルート
丸岡口,京福バス（株）,86　長屋線
北霞,坂井市,丸岡春江ルート
松川霞町,坂井市,長畝ルート
上小森,坂井市,春江北部東部ルート
大石コミュニティセンター,坂井市,"丸岡春江ルート, 春江北部東部ルート"
与河,坂井市,鳴鹿ルート
与河,ケイカン交通（株）,竹田線
若宮,坂井市,"坂井（坂井西部）ルート, 坂井（十郷関）ルート"
長畝小学校前,ケイカン交通（株）,竹田線
波寄第2,京福バス（株）,"16　川西三国線, 80　鶉三国線"
北霞2区,坂井市,長畝ルート
室町,京福バス（株）,"31　丸岡線（田原町経由）, 32　丸岡線（町屋町経由）, 36　県立病院丸岡線, 39　大和田丸岡線, 86　長屋線"
室町,坂井市,"丸岡春江ルート, 高椋西ルート, 高椋中ルート"
リリータウン,坂井市,"丸岡春江ルート, 春江北部東部ルート"
竹田,ケイカン交通（株）,竹田線
若宮,京福バス（株）,82　丸岡永平寺線
霞交番前,坂井市,"丸岡春江ルート, 高椋西ルート, 高椋中ルート"
平章小学校前,京福バス（株）,"31　丸岡線（田原町経由）, 32　丸岡線（町屋町経由）, 36　県立病院丸岡線, 39　大和田丸岡線, 87　芦原丸岡永平寺線"
畑中,ケイカン交通（株）,竹田線
平章校前,坂井市,長畝ルート
東長田,坂井市,丸岡春江ルート
舟寄観音寺,坂井市,高椋西ルート
長畝公民館前,ケイカン交通（株）,竹田線
室町,坂井市,春江北部東部ルート
のうねの郷コミュニティセンター,坂井市,鳴鹿ルート
姫王,坂井市,春江北部東部ルート
西長田,坂井市,"丸岡春江ルート, 春江北部東部ルート"
一筆啓上茶屋,坂井市,丸岡春江ルート
西里丸岡1区北,坂井市,"丸岡春江ルート, 長畝ルート"
丸岡城,京福バス（株）,"31　丸岡線（田原町経由）, 32　丸岡線（町屋町経由）, 36　県立病院丸岡線, 39　大和田丸岡線, 87　芦原丸岡永平寺線, あわら温泉・永平寺・東尋坊直行バス"
畑中・田屋,坂井市,鳴鹿ルート
西長田第2,坂井市,春江北部東部ルート
霞町,京福バス（株）,87　芦原丸岡永平寺線
丸岡本町,京福バス（株）,"31　丸岡線（田原町経由）, 32　丸岡線（町屋町経由）, 36　県立病院丸岡線, 39　大和田丸岡線, 86　長屋線"
西里丸岡1区,坂井市,"丸岡春江ルート, 長畝ルート"
丸岡霞郵便局,坂井市,長畝ルート
豊原・曽々木,坂井市,鳴鹿ルート
本町,坂井市,"丸岡春江ルート, 高椋西ルート, 高椋中ルート"
波寄,京福バス（株）,"16　川西三国線, 80　鶉三国線"
福島,坂井市,"坂井（坂井西部）ルート, 坂井（十郷関）ルート"
霞ヶ丘団地,坂井市,鳴鹿ルート
一本田中,坂井市,高椋西ルート
丸岡中央商店街,京福バス（株）,"31　丸岡線（田原町経由）, 32　丸岡線（町屋町経由）, 82　丸岡永平寺線, 86　長屋線, 87　芦原丸岡永平寺線"
丸岡中央商店街,坂井市,"丸岡春江ルート, 高椋西ルート, 高椋中ルート, 鳴鹿ルート"
丸岡中央商店街,ケイカン交通（株）,竹田線
丸岡高校,京福バス（株）,"31　丸岡線（田原町経由）, 32　丸岡線（町屋町経由）, 82　丸岡永平寺線, 86　長屋線, 87　芦原丸岡永平寺線"
丸岡高校,ケイカン交通（株）,竹田線
丸岡高校前,坂井市,丸岡春江ルート
愛宕,坂井市,鳴鹿ルート
正善,坂井市,春江北部東部ルート
